-2000035,Roofs,.rvt,RevitProjectElement,00000000-0000-0000-0000-000000000000
-2000032,Floors,.rvt,RevitProjectElement,00000000-0000-0000-0000-000000000000
-2003100,Sheets,.rvt,RevitProjectElement,00000000-0000-0000-0000-000000000000
-2000096,IOS Detail Groups,.rvt,RevitProjectElement,00000000-0000-0000-0000-000000000000
-2000180,Ramps,.rvt,RevitProjectElement,00000000-0000-0000-0000-000000000000
-2000126,Railings,.rvt,RevitProjectElement,00000000-0000-0000-0000-000000000000
-2000038,Ceilings,.rvt,RevitProjectElement,00000000-0000-0000-0000-000000000000
-1,INVALID,.rvt,RevitProjectFile,00000000-0000-0000-0000-000000000000
5001,AcadDrawing,.dwg,AcadDrawing,00000000-0000-0000-0000-000000000000
-2000151,Generic Models,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2008055,Pipe Accessories,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2008049,Pipe Fittings,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2002000,Detail Items,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
5002,AcadDrawingTemplate,.dwt,AcadDrawingTemplate,00000000-0000-0000-0000-000000000000
-2000538,Callout Heads,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2008126,Cable Tray Fittings,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2008128,Conduit Fittings,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2000150,Generic Annotations,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
1526,CIMAutoGraderTemplate,.ag,CIMAutoGraderTemplate,00000000-0000-0000-0000-000000000000
5011,AcadLisp,.lsp,AcadLisp,00000000-0000-0000-0000-000000000000
1528,CIMDataWizardTemplate,.DWizTemplate,CIMDataWizardTemplate,00000000-0000-0000-0000-000000000000
-2008082,Communication Device Tags,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2008133,Conduit Tags,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2008084,Data Device Tags,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2005003,Electrical Equipment Tags,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2005004,Electrical Fixture Tags,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2008086,Fire Alarm Device Tags,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2008088,Lighting Device Tags,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2005008,Lighting Fixture Tags,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2005009,Mechanical Equipment Tags,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2008078,Nurse Call Device Tags,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2008080,Security Device Tags,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2008076,Telephone Device Tags,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2008057,Wire Tags,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2006045,Elevation Marks,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2008100,Sprinkler Tags,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
5005,AcadCommandMacro,.commandmacro,AcadCommandMacro,00000000-0000-0000-0000-000000000000
-2008074,Wire Tick Marks,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2005022,Multi-Category Tags,.RFA,RevitFamily,00000000-0000-0000-0000-000000000000
-2008014,Air Terminal Tags,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2005020,Area Tags,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2005028,Detail Item Tags,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2008017,Duct Accessory Tags,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2008061,Duct Fitting Tags,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2008003,Duct Tags,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2008004,Flex Duct Tags,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2008048,Flex Pipe Tags,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2005013,Generic Model Tags,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2008115,Zone Tags,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2008056,Pipe Accessory Tags,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2008060,Pipe Fitting Tags,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2008047,Pipe Tags,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2005010,Plumbing Fixture Tags,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
5010,AcadScript,.scr,AcadScript,00000000-0000-0000-0000-000000000000
-2008044,Pipes,.rvt,RevitProjectElement,00000000-0000-0000-0000-000000000000
-2008132,Conduits,.rvt,RevitProjectElement,00000000-0000-0000-0000-000000000000
-2008000,Ducts,.rvt,RevitProjectElement,00000000-0000-0000-0000-000000000000
-2008130,Cable Trays,.rvt,RevitProjectElement,00000000-0000-0000-0000-000000000000
-2000700,Materials,.rvt,RevitProjectElement,00000000-0000-0000-0000-000000000000
-2008015,Duct Systems,.rvt,RevitProjectElement,00000000-0000-0000-0000-000000000000
-2008043,Piping Systems,.rvt,RevitProjectElement,00000000-0000-0000-0000-000000000000
5003,AcadAssembly,.dwg,AcadAssembly,00000000-0000-0000-0000-000000000000
5000,AcadDrawing,.dwg,AcadDrawing,00000000-0000-0000-0000-000000000000
-2003400,Mass,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2003405,Mass Tags,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
1531,CIMPipePlannerTemplate,.pp,CIMPipePlannerTemplate,00000000-0000-0000-0000-000000000000
-2006080,Revision Cloud Tags,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2000480,Room Tags,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
1529,CIMEarthworkProcessorTemplate,.ep,CIMEarthworkProcessorTemplate,00000000-0000-0000-0000-000000000000
-2000400,Section Marks,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2000485,Space Tags,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2005100,Spot Elevation Symbols,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2008099,Sprinklers,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2000197,View Reference Symbol,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2000515,View Titles,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
-2001330,Structural Columns,.rfa,RevitFamily,00000000-0000-0000-0000-000000000000
